Crime_ID,City,Date,Time,Crime_Type,Location,Latitude,Longitude,Crime_Severity,Police_Response_Time_Minutes,Resolved,Suspect_Arrested,Ride_ID,Ride_Date,Ride_Time,Pickup_Location,Drop_Location,Ride_Duration_Minutes,Distance_KM,Ride_Fare_INR,Ride_Surge_Pricing_Factor,Driver_Rating,Ride_Cancellation_Status,Weather_Temperature_C,Weather_Rainfall_mm,Weather_Visibility_KM,Weather_Humidity_%,Weather_Wind_Speed_KMH,Weather_Condition,Traffic_Congestion_Level,Traffic_Avg_Speed_KMH,Road_Accidents_Reported,Nearby_CCTV_Cameras,Uber_Ola_Route_Overlap,Public_Complaints,Time_of_Day,Passenger_Gender,Num_Police_Stations_Nearby
2352,Delhi,13-07-2024,02:03,Burglary,Juhu,23.76381956,74.5213958,5,10,0,1,32540,03-05-2024,14:04,Colaba,Juhu,33,17.18964515,575.444116,1.5,2,Completed,35.81889422,20,5.286064034,22,20,Sunny,8,45.28715408,3,6,1,1,Night,Male,3
2353,Delhi,07-09-2024,01:53,Theft,Colaba,29.092772,72.52969499,1,24,1,1,23497,17-05-2024,06:59,Bandra,Karol Bagh,102,19.62713897,708.4704293,1,4.7,Completed,27.37525945,10,1.646789353,79,18,Cloudy,2,6.048095518,3,7,1,9,Afternoon,Female,4
2354,Mumbai,05-08-2023,08:24,Harassment,Karol Bagh,23.951367,73.21164519,1,29,0,1,59885,05-10-2024,12:18,Juhu,Bandra,102,28.9567377,843.1461523,2,3.4,Completed,20.01139718,20,1.209249093,62,13,Sunny,5,40.68057182,4,0,0,4,Morning,Other,1
2355,Mumbai,13-09-2023,05:52,Fraud,Bandra,27.18734089,72.92805182,10,45,1,1,35328,28-01-2023,18:53,Juhu,Juhu,49,4.574923476,236.1043702,2,3.6,Completed,26.15402456,0,3.065317614,72,11,Sunny,1,17.77790321,4,7,1,9,Morning,Female,0
2356,Delhi,05-07-2024,15:29,Harassment,Dwarka,24.1366415,74.89012661,9,7,1,1,69700,14-07-2024,13:30,Bandra,Juhu,49,4.936238447,311.6893513,1.5,4.7,Completed,20.23987308,5,6.069253074,89,25,Cloudy,3,41.32430806,4,4,0,2,Morning,Male,2
2357,Mumbai,05-11-2024,21:25,Theft,Saket,21.50580831,75.17553325,4,44,1,1,64326,11-08-2023,08:44,Connaught Place,Andheri,71,13.02101517,1257.140942,1.2,3.1,Completed,34.49827704,0,8.226487712,42,49,Sunny,5,12.57715154,2,8,0,5,Morning,Other,3
2358,Delhi,03-01-2023,22:55,Assault,Dwarka,21.19285142,77.69364079,10,23,1,1,94894,12-02-2023,11:06,Bandra,Juhu,25,15.23651822,716.6635166,1,2.8,Completed,31.50519713,20,7.457922308,68,34,Sunny,9,14.87584555,4,0,1,2,Evening,Other,1
2359,Mumbai,24-03-2023,10:28,Fraud,Connaught Place,23.67974314,72.43938903,1,46,1,1,13986,22-07-2023,22:47,Karol Bagh,Dadar,106,7.596417178,,1,3.5,Cancelled,23.58324097,10,5.701538848,34,18,Rainy,9,29.84908471,2,0,1,1,Morning,Female,4
2360,Delhi,14-11-2024,04:52,Harassment,Dadar,27.31044123,75.59920784,8,27,1,0,53675,09-05-2024,09:20,Dadar,Andheri,25,4.314698316,679.1281956,1.2,3.2,Cancelled,20.99846797,30,6.780534381,66,37,Rainy,3,34.14710009,0,0,0,9,Morning,Male,4
2361,Mumbai,05-02-2023,10:47,Burglary,Saket,25.65578634,75.15899116,2,42,1,1,77321,08-01-2023,07:28,Karol Bagh,Connaught Place,64,2.620935184,303.4869016,2,1.2,Completed,40.73128255,5,5.60562884,28,31,Foggy,6,27.89734069,4,5,0,2,Night,Male,1
2362,Mumbai,26-08-2024,22:27,Assault,Saket,26.57492219,75.09739859,2,9,1,1,26268,16-01-2024,11:48,Karol Bagh,Connaught Place,85,23.40858301,397.7785194,1,1.7,Completed,33.87835253,5,5.640726585,85,17,Cloudy,6,38.60989536,1,4,0,1,Evening,Male,3
2363,Delhi,06-10-2024,21:20,Harassment,Colaba,22.10558986,77.23895572,1,44,0,1,90381,24-05-2024,05:22,Lajpat Nagar,Andheri,33,15.58160702,797.5091367,1.5,1.1,Completed,35.0523636,20,0.652217063,69,6,Sunny,9,7.940314005,2,0,1,0,Morning,Female,2
2364,Mumbai,14-09-2024,18:55,Burglary,Juhu,24.29578881,73.23323082,1,56,1,1,29017,01-04-2023,14:46,Juhu,Bandra,37,25.61529604,570.4434196,1.5,1.4,Completed,31.65119572,20,4.139477,72,33,Cloudy,6,15.63241059,4,3,1,6,Morning,Other,4
2365,Mumbai,12-07-2024,22:11,Theft,Bandra,19.48834791,72.24463965,9,3,1,1,75084,16-09-2024,09:51,Karol Bagh,Karol Bagh,43,12.10344258,739.4113494,1.5,3.9,Completed,12.63306926,5,5.80829375,61,11,Rainy,3,5.201608032,2,8,0,5,Evening,Female,0
2366,Delhi,14-03-2023,00:55,Burglary,Dwarka,27.99285658,76.03362905,1,13,0,1,49848,23-04-2023,09:43,Andheri,Juhu,66,21.69649164,2670.717756,1,1,Completed,12.07418703,10,6.145586477,65,17,Cloudy,7,36.13346371,2,6,1,3,Evening,Female,4
2367,Mumbai,16-10-2023,05:16,Harassment,Andheri,29.88881378,74.07094478,6,6,0,0,61244,18-07-2023,16:34,Saket,Karol Bagh,94,15.67857463,276.8790819,1.2,2.2,Completed,,5,5.323559555,77,19,Cloudy,1,42.98596844,4,4,0,2,Afternoon,Female,2
2368,Delhi,17-12-2023,13:05,Harassment,Karol Bagh,23.47566969,72.1055395,7,59,0,0,50582,02-07-2023,04:54,Dadar,Dwarka,75,19.13795996,,1,2.8,Completed,42.5674985,10,7.132731419,20,49,Sunny,3,31.59880904,0,3,1,5,Morning,Female,1
2369,Delhi,18-07-2024,15:56,Theft,Dwarka,19.12060018,73.50824404,4,38,1,0,24033,11-05-2023,10:08,Saket,Dwarka,49,12.36551155,599.3435674,1.2,4.8,Completed,28.36478276,0,3.998647865,20,23,Foggy,3,30.36746417,4,0,0,3,Morning,Female,1
2370,Mumbai,02-01-2024,10:09,Burglary,Juhu,20.86771904,73.85596065,5,21,0,1,52765,05-10-2024,23:26,Bandra,Juhu,62,4.272753573,1330.831898,1.2,2.3,Completed,40.65595796,20,1.858018997,60,13,Foggy,1,28.41512706,0,6,1,5,Afternoon,Other,3
2371,Mumbai,12-12-2024,01:56,Burglary,Colaba,26.17779566,75.70103026,4,19,0,1,21555,13-03-2023,20:53,Dwarka,Andheri,77,28.5264603,,1,4.1,Completed,,10,0.802985739,67,46,Foggy,1,23.47824731,0,1,1,8,Morning,Other,4
2372,Mumbai,16-10-2023,04:15,Theft,Juhu,25.7328725,73.03551476,4,25,0,1,99355,09-02-2024,19:36,Lajpat Nagar,Dwarka,86,25.41051588,1489.64039,2,2.6,Completed,35.34913762,5,5.915162279,52,14,Cloudy,8,37.35575802,4,1,1,6,Afternoon,Other,0
2373,Mumbai,24-03-2023,16:38,Burglary,Dwarka,27.66651192,74.47832609,10,39,0,0,37631,23-09-2024,01:45,Dwarka,Dwarka,5,10.73296965,1436.958436,1.2,1.4,Completed,18.58682492,0,5.223729418,91,7,Rainy,8,5.337546994,1,5,1,2,Morning,Male,3
2374,Mumbai,17-08-2024,15:17,Theft,Saket,21.79272412,74.89485267,1,4,1,1,60400,21-10-2023,03:52,Colaba,Bandra,15,28.8436822,836.2638785,1,1.4,Completed,28.35736559,5,2.741068678,61,21,Foggy,9,37.75097025,1,6,0,3,Morning,Female,1
2375,Mumbai,20-09-2023,06:46,Assault,Lajpat Nagar,27.39995107,74.75542435,6,22,1,1,38902,04-01-2024,16:23,Karol Bagh,Bandra,90,10.41368448,1092.198755,2,2.7,Completed,20.25223746,0,2.604533993,27,14,Cloudy,6,31.94315659,0,8,1,8,Evening,Male,2
2376,Mumbai,16-04-2023,05:26,Harassment,Lajpat Nagar,26.56782424,77.8436446,10,5,1,1,11725,24-01-2024,03:48,Saket,Lajpat Nagar,36,14.40372057,1406.119253,2,1.2,Completed,34.9316676,30,6.023000152,77,29,Cloudy,8,39.40313872,2,2,1,5,Afternoon,Female,2
2377,Delhi,21-11-2023,01:49,Assault,Lajpat Nagar,22.55095947,72.27302543,10,1,0,1,61853,14-10-2023,03:52,Dwarka,Connaught Place,111,23.1437985,414.2311635,1,3.3,Completed,24.03111685,0,1.515410144,49,47,Sunny,4,51.99368419,1,3,0,1,Afternoon,Other,0
2378,Mumbai,02-10-2024,00:40,Fraud,Connaught Place,25.00036963,77.70580912,7,50,1,1,90573,28-10-2024,03:20,Karol Bagh,Lajpat Nagar,78,10.65211895,507.6643817,1,3,Cancelled,26.17589724,10,1.791004719,79,5,Foggy,5,50.57982852,4,5,1,9,Afternoon,Male,3
2379,Delhi,25-09-2024,11:45,Fraud,Andheri,20.62001189,75.49162328,7,17,1,0,93460,05-11-2024,23:27,Andheri,Juhu,53,11.0862234,210.8407909,2,3.8,Completed,18.58708806,30,2.863488317,29,24,Foggy,8,49.3906886,1,8,1,7,Afternoon,Female,0
2380,Mumbai,15-08-2023,10:51,Fraud,Lajpat Nagar,23.97820954,76.77436629,8,9,1,1,50039,05-10-2023,15:57,Juhu,Colaba,95,13.48230045,867.5768701,1,1.7,Completed,19.85103054,0,8.904126109,83,27,Cloudy,2,27.6318853,2,6,0,2,Afternoon,Male,0
2381,Mumbai,24-10-2024,19:23,Theft,Juhu,28.69317074,74.58235571,7,9,0,0,72564,19-02-2024,07:50,Colaba,Lajpat Nagar,117,15.11490207,281.2001447,2,3.4,Completed,16.28164917,0,7.198877577,55,20,Foggy,4,26.44734811,1,9,1,2,Morning,Other,4
2382,Delhi,12-07-2024,10:00,Burglary,Dadar,23.63310518,74.72302729,,53,1,1,71055,04-01-2023,07:34,Lajpat Nagar,Dadar,80,5.461254771,1399.762394,2,1.7,Completed,29.38294916,10,5.796549125,35,46,Sunny,1,16.37788064,4,9,0,4,Night,Male,2
2383,Mumbai,06-05-2024,03:30,Assault,Andheri,28.23523377,77.27595899,8,24,1,0,86080,24-09-2023,11:04,Colaba,Dadar,34,2.489766425,675.7719283,2,3.9,Completed,15.07489346,20,4.007076499,22,39,Sunny,8,6.742419742,4,1,0,8,Afternoon,Other,4
2384,Mumbai,20-12-2023,16:12,Assault,Dadar,25.49278702,77.37560698,3,10,1,1,18173,08-03-2024,10:29,Karol Bagh,Connaught Place,64,27.7364014,1383.545753,1.5,2.2,Cancelled,19.38709141,20,4.467242292,46,18,Foggy,2,32.78380856,0,3,1,9,Night,Other,0
2385,Delhi,26-12-2024,06:09,Assault,Bandra,21.11064384,73.43213329,9,20,1,0,48856,05-12-2023,13:18,Lajpat Nagar,Dadar,14,11.8892817,347.3948574,1,3.5,Completed,28.56614741,20,2.133030098,85,16,Cloudy,2,58.6093171,3,1,1,6,Morning,Other,4
2386,Mumbai,21-01-2024,10:43,Assault,Saket,25.39216869,73.19545127,3,17,1,1,55506,27-01-2024,23:26,Lajpat Nagar,Juhu,80,4.847280843,1056.352888,1.5,4.5,Completed,19.61909547,30,8.485744149,91,8,Rainy,5,46.36946702,2,1,0,7,Night,Other,0
2387,Mumbai,06-10-2024,21:54,Fraud,Lajpat Nagar,24.56581662,74.97741104,4,13,1,1,15388,21-10-2024,15:02,Juhu,Connaught Place,106,23.25679926,989.0085132,1,3,Completed,30.59748809,20,2.228252107,62,40,Rainy,1,35.11138087,1,9,0,6,Evening,Female,0
2388,Mumbai,10-11-2023,23:47,Assault,Karol Bagh,23.38505469,77.40166216,10,29,1,1,33923,19-08-2023,20:23,Karol Bagh,Saket,25,10.26169879,629.5297367,1.2,1.8,Completed,10.49574016,30,7.725946081,42,40,Rainy,6,21.39256455,0,2,1,7,Afternoon,Other,3
2389,Delhi,16-05-2023,16:17,Burglary,Connaught Place,20.31593483,73.93413056,6,36,1,1,66228,06-09-2024,01:42,Bandra,Juhu,95,7.086594078,1352.597534,1.5,4.5,Completed,44.06279757,20,2.775000858,58,25,Foggy,8,11.70214238,3,6,0,7,Afternoon,Female,3
2390,Mumbai,17-03-2023,16:25,Fraud,Dadar,23.5837953,75.91208769,8,23,0,1,16876,18-06-2023,13:48,Karol Bagh,Bandra,10,28.95310892,680.4629738,1,2.4,Completed,35.54960997,10,7.687915741,57,5,Foggy,7,19.50887424,3,7,0,1,Afternoon,Other,0
2391,Mumbai,09-05-2023,16:37,Assault,Juhu,19.80038614,76.24891013,3,27,1,1,96078,26-06-2024,17:00,Juhu,Karol Bagh,42,27.77520096,337.7242692,1,3.9,Completed,27.6336695,30,3.387723405,55,27,Rainy,6,34.38358355,0,7,1,1,Evening,Other,2
2392,Mumbai,09-10-2023,19:59,Theft,Juhu,20.08645957,76.67204799,10,18,1,1,28172,14-02-2023,19:34,Bandra,Bandra,62,4.960884022,1466.628803,2,2.3,Completed,42.2293272,20,9.821955382,33,20,Rainy,1,39.32327109,4,3,0,8,Morning,Female,2
2393,Mumbai,01-05-2024,19:12,Harassment,Connaught Place,23.57508186,75.38354675,6,18,1,1,96520,21-10-2023,06:32,Bandra,Lajpat Nagar,12,27.17998588,690.1480343,1.2,2.2,Completed,40.44181283,5,9.23922102,76,18,Rainy,9,25.12621902,4,6,0,3,Afternoon,Male,4
2394,Delhi,06-10-2023,13:49,Harassment,Connaught Place,22.3591963,74.41473107,5,54,1,1,41664,10-02-2024,23:13,Connaught Place,Connaught Place,105,26.94429073,351.7058176,1.2,3.6,Completed,22.8294012,20,8.824723528,66,45,Cloudy,7,10.76998765,2,6,1,5,Night,Male,1
2395,Delhi,15-11-2023,23:51,Harassment,Saket,29.18098758,77.80209593,5,9,1,1,77235,26-01-2023,02:55,Colaba,Connaught Place,74,19.76248748,577.2673577,1,1.6,Completed,14.06452124,5,2.220994965,70,17,Sunny,3,19.46112631,2,5,1,6,Evening,Female,2
2396,Mumbai,09-03-2024,01:29,Fraud,Lajpat Nagar,23.13276386,75.66798452,5,3,1,1,65830,27-06-2024,18:14,Colaba,Colaba,67,16.83266402,939.588712,1.2,4.5,Completed,,5,1.296690155,38,6,Sunny,4,19.1363887,4,8,1,0,Afternoon,Female,4
2397,Mumbai,06-08-2023,23:37,Assault,Bandra,27.33643934,76.37139127,9,7,0,1,86878,23-05-2024,08:27,Saket,Lajpat Nagar,38,8.088278498,792.4399266,1.2,2.6,Completed,17.30412443,0,9.65957872,49,17,Rainy,3,34.43114392,2,0,0,7,Afternoon,Female,3
2398,Delhi,03-06-2023,17:18,Fraud,Andheri,24.83272279,74.06989707,7,58,0,1,15749,06-05-2023,10:44,Dadar,Dadar,53,5.398759711,970.9196831,1.5,1.1,Completed,36.25201024,20,4.639444648,35,11,Sunny,4,10.68246615,2,4,1,0,Morning,Female,0
2399,Delhi,27-10-2023,17:48,Burglary,Lajpat Nagar,26.74494236,76.01969509,9,15,0,1,68552,26-09-2024,01:11,Juhu,Dwarka,44,18.97833343,1009.693054,1.2,2.2,Completed,29.18384624,0,8.819670443,95,18,Cloudy,1,20.85137378,1,5,0,9,Morning,Male,1
2400,Mumbai,25-08-2023,14:02,Theft,Karol Bagh,21.86127581,73.54678597,9,30,1,1,20734,19-04-2024,15:20,Colaba,Connaught Place,90,25.01480319,228.902496,1.2,4.1,Cancelled,39.75343641,0,5.125903121,83,23,Sunny,3,23.89794829,2,1,1,7,Afternoon,Female,3
2401,Delhi,08-07-2024,09:21,Theft,Juhu,29.3609547,73.47058151,6,9,1,1,11594,13-03-2024,16:27,Connaught Place,Bandra,33,21.28202793,506.5831978,2,4.4,Completed,27.13952627,30,6.667049815,79,10,Foggy,5,33.99748875,4,5,0,0,Morning,Male,0
2402,Mumbai,21-12-2024,00:26,Harassment,Juhu,24.83097347,76.28833321,6,59,1,0,95361,20-06-2023,01:15,Colaba,Karol Bagh,13,7.062411863,1135.616437,2,3.3,Completed,36.94177692,5,7.676517009,61,18,Cloudy,5,21.42974255,0,2,1,1,Evening,Female,1
2403,Delhi,19-04-2023,18:40,Harassment,Juhu,28.14456478,75.12836842,4,41,1,1,25238,18-09-2023,20:19,Bandra,Connaught Place,25,10.12052193,993.0325113,1.5,2.2,Completed,21.31979932,0,5.579547511,57,30,Sunny,9,13.24164096,3,8,0,1,Afternoon,Male,2
2404,Delhi,21-01-2024,02:30,Harassment,Bandra,23.01550263,76.09965966,8,27,1,1,60990,03-12-2023,23:47,Andheri,Colaba,36,17.29969244,178.1050884,1,3.1,Completed,31.07527811,20,9.402130127,80,16,Cloudy,5,6.401105671,4,3,0,3,Morning,Female,3
2405,Delhi,02-02-2024,13:59,Assault,Dwarka,20.10232484,73.61663094,2,36,1,1,55819,21-05-2023,11:24,Dwarka,Andheri,76,19.49979049,506.963999,2,4.3,Cancelled,32.3790064,10,0.955961422,69,28,Cloudy,1,14.51597589,2,6,0,1,Evening,Other,0
2406,Delhi,13-08-2023,14:58,Burglary,Dadar,26.41082812,75.59234005,5,18,1,1,38248,15-12-2024,06:44,Juhu,Karol Bagh,59,4.02307315,1400.417117,1.5,2.3,Completed,36.57504819,20,8.431901142,38,26,Cloudy,5,50.36056404,4,3,1,5,Night,Female,3
2407,Mumbai,16-05-2024,19:36,Burglary,Andheri,19.08535613,74.6636019,1,31,0,1,50676,14-11-2023,07:54,Colaba,Saket,47,19.19344587,1299.918351,1.2,2.5,Completed,37.98209401,5,7.034090091,59,46,Foggy,7,24.26533212,4,0,1,6,Night,Other,1
2408,Delhi,22-07-2023,07:59,Burglary,Juhu,24.22822274,75.58176172,10,17,0,1,12902,06-08-2024,06:49,Lajpat Nagar,Bandra,14,22.61694306,1022.432136,1.5,3.2,Completed,19.67760648,30,3.641275735,66,25,Foggy,4,34.64387025,3,0,0,0,Night,Male,3
2409,Delhi,09-08-2024,10:53,Burglary,Dadar,21.12082093,73.74527839,2,54,1,1,57434,07-05-2024,17:36,Andheri,Lajpat Nagar,53,7.078019761,155.6525398,2,4.5,Completed,23.47703005,20,4.966855091,81,34,Rainy,7,31.95128079,2,2,1,1,Morning,Male,1
2410,Mumbai,28-09-2023,18:14,Harassment,Saket,25.90113055,76.29270578,1,53,1,1,17405,21-04-2024,04:15,Andheri,Saket,91,8.894124021,930.2300206,1.2,3.3,Completed,17.24972818,20,4.982925229,88,8,Sunny,2,20.1948191,0,0,0,6,Night,Female,3
2411,Delhi,10-01-2024,14:16,Theft,Lajpat Nagar,29.7736186,76.8355762,6,6,1,1,49815,20-05-2024,09:39,Andheri,Lajpat Nagar,88,9.249104525,,1.5,1.8,Cancelled,36.17420297,0,0.908946041,65,33,Rainy,2,51.39101763,0,3,0,2,Morning,Female,1
2412,Delhi,22-07-2024,09:57,Harassment,Dwarka,24.10843197,73.55949884,2,39,1,0,28723,16-09-2024,11:08,Saket,Andheri,17,28.31468707,1008.633287,2,1.4,Completed,19.47548923,20,5.584739764,82,44,Foggy,7,56.62483225,1,7,1,4,Afternoon,Female,3
2413,Mumbai,22-09-2024,20:54,Burglary,Karol Bagh,27.99248082,73.80372336,4,25,1,0,14521,28-10-2023,08:49,Colaba,Andheri,90,13.39645138,1110.256746,1.5,1.4,Completed,,5,1.127601737,66,42,Cloudy,3,16.68124503,3,9,0,1,Morning,Female,3
2414,Delhi,18-02-2023,01:52,Harassment,Karol Bagh,24.58562606,75.96692562,5,42,1,1,59651,16-06-2024,10:28,Connaught Place,Bandra,45,16.85600078,771.0032484,1,4.8,Completed,38.10592664,10,5.402793281,21,15,Cloudy,7,49.40857812,4,9,1,2,Night,Other,3
2415,Mumbai,20-07-2024,07:42,Burglary,Karol Bagh,24.45424034,76.17351105,7,42,1,1,95547,13-06-2023,01:21,Juhu,Bandra,83,22.28080179,55.51963438,1.2,4.3,Completed,21.89309241,0,2.543733121,70,44,Cloudy,3,46.5684127,3,5,0,9,Night,Female,1
2416,Mumbai,09-06-2024,18:16,Fraud,Dadar,29.23465842,76.22459811,10,59,1,1,19036,17-04-2024,02:20,Andheri,Connaught Place,35,12.40088737,1016.584672,1.5,4.1,Completed,20.20251082,20,8.419273525,21,48,Cloudy,6,51.10497793,3,5,1,5,Night,Other,1
2417,Mumbai,09-02-2024,12:16,Theft,Colaba,28.78962456,76.09619103,1,38,0,1,74140,20-03-2023,10:46,Dwarka,Colaba,113,4.955555314,1238.623124,1.5,3,Cancelled,32.79135016,10,1.159610546,56,20,Sunny,7,27.48753544,0,1,0,6,Night,Other,1
2418,Mumbai,25-08-2024,00:33,Fraud,Dadar,27.64380512,74.3568463,,38,0,0,19252,09-04-2023,15:54,Dadar,Colaba,36,20.32101238,899.5078286,1.2,3.7,Completed,44.1380755,20,3.302700065,56,29,Rainy,5,42.74453094,3,8,0,3,Night,Other,0
2419,Delhi,22-12-2023,07:02,Assault,Dadar,22.25881329,74.36912205,,31,1,1,64797,10-11-2023,16:40,Andheri,Juhu,49,20.68364866,1078.336382,2,1.5,Completed,12.19183892,30,4.381401567,76,8,Rainy,7,15.45071728,3,7,1,9,Night,Other,3
2420,Mumbai,11-09-2023,07:52,Harassment,Connaught Place,24.99509257,73.52890574,7,51,1,1,61833,16-05-2023,04:25,Connaught Place,Colaba,17,9.29533882,180.965971,1.5,3.5,Completed,39.21759416,5,6.220449635,41,14,Rainy,4,58.24660072,4,6,0,7,Evening,Male,1
2421,Delhi,18-06-2023,14:15,Assault,Colaba,21.46286957,72.9410022,10,29,1,1,52380,21-01-2024,06:34,Saket,Dwarka,29,2.986409476,1087.216685,2,4.2,Completed,14.2561692,30,9.881437607,83,38,Foggy,1,44.74820054,1,3,1,1,Night,Other,2
2422,Delhi,01-11-2023,12:00,Harassment,Connaught Place,23.88308368,76.15546428,7,40,0,0,68093,02-12-2023,17:00,Lajpat Nagar,Juhu,89,20.62988832,940.579795,1,1.2,Completed,22.0714341,0,1.729119649,58,20,Rainy,8,9.208583099,4,3,1,3,Afternoon,Female,2
2423,Delhi,14-01-2023,13:03,Fraud,Andheri,24.32634372,72.55913272,8,9,1,1,89414,20-01-2024,20:12,Andheri,Andheri,72,21.69591547,,1.2,2.2,Completed,24.58512764,10,4.041332162,93,8,Rainy,2,53.28949753,3,9,1,4,Morning,Other,0
2424,Delhi,04-09-2023,02:51,Burglary,Bandra,28.14804044,77.62675372,4,1,1,1,20139,23-07-2023,05:17,Lajpat Nagar,Dwarka,110,2.729816992,1043.734293,2,1.4,Completed,35.1558776,30,6.970343835,41,22,Cloudy,9,57.74912472,1,9,1,2,Afternoon,Male,3
2425,Delhi,08-06-2024,08:34,Burglary,Juhu,28.85631202,76.96011782,4,16,1,0,68389,08-08-2024,21:47,Andheri,Connaught Place,19,21.40913152,986.0951795,2,2,Cancelled,42.42980758,20,4.051149234,34,49,Sunny,6,23.3504668,3,3,1,3,Afternoon,Female,3
2426,Delhi,07-05-2024,17:26,Harassment,Connaught Place,23.56082069,77.14503444,10,38,1,0,80126,05-07-2024,04:29,Karol Bagh,Dadar,68,28.28999993,919.217348,2,4.1,Completed,13.57038361,30,2.787607224,80,23,Foggy,5,34.63944043,2,8,0,4,Evening,Other,4
2427,Delhi,20-01-2023,00:32,Burglary,Juhu,19.1947489,77.44001289,5,23,0,1,60378,13-03-2024,02:24,Karol Bagh,Juhu,89,7.005987924,315.2708348,1,2.3,Completed,36.06829582,10,8.241725054,79,36,Foggy,6,59.55587784,2,8,1,4,Night,Female,2
2428,Delhi,20-01-2023,23:50,Fraud,Connaught Place,28.47951224,74.45162982,,59,0,1,12973,25-12-2024,03:42,Lajpat Nagar,Bandra,64,16.59706513,479.5215009,1.2,3.8,Completed,21.28023384,20,2.27994691,69,17,Sunny,1,29.80202376,2,8,1,3,Morning,Female,2
2429,Delhi,21-10-2023,20:50,Burglary,Lajpat Nagar,20.91706546,77.08020434,3,8,0,1,92958,12-03-2023,16:47,Andheri,Dwarka,110,21.50974073,1487.505019,2,4.1,Cancelled,41.56688485,0,3.696887974,80,23,Rainy,4,41.61496325,1,4,1,6,Morning,Male,3
2430,Delhi,04-12-2023,09:49,Fraud,Andheri,25.8407016,72.9483678,5,47,0,1,25388,05-10-2024,21:24,Colaba,Dadar,12,8.442223259,678.0083024,2,4.3,Completed,19.73758871,30,2.784623941,81,13,Rainy,6,29.88482551,4,8,1,1,Afternoon,Other,1
2431,Mumbai,05-10-2023,19:42,Assault,Dwarka,19.2746799,72.12985077,5,12,1,1,93707,14-04-2023,05:45,Andheri,Dwarka,99,23.04336897,136.1684592,1,4.5,Completed,34.28516824,5,9.625828967,59,36,Sunny,6,9.161444984,1,0,1,4,Morning,Female,4
2432,Mumbai,25-11-2024,01:31,Fraud,Saket,23.39457123,76.70934837,8,10,0,1,24495,20-01-2023,22:32,Connaught Place,Connaught Place,78,26.30647603,1353.557701,1.2,3.4,Completed,15.76645301,10,8.444519769,55,28,Sunny,6,33.02616414,3,7,0,2,Morning,Other,1
2433,Mumbai,23-02-2023,18:13,Theft,Bandra,29.84556332,72.44877989,7,16,1,1,57773,09-12-2023,20:24,Andheri,Dwarka,89,24.8074269,300.7515268,1.5,2.1,Completed,43.52814775,5,4.879245229,58,40,Foggy,7,50.47152417,4,3,1,8,Evening,Other,1
2434,Delhi,10-05-2023,17:42,Theft,Andheri,20.10762961,77.931148,8,47,0,1,63867,22-02-2023,18:59,Juhu,Connaught Place,21,9.249169637,635.1037382,1.2,1.6,Completed,10.15135185,20,8.481244316,35,30,Sunny,9,7.283473967,0,4,1,3,Evening,Other,3
2435,Mumbai,03-11-2024,17:18,Theft,Juhu,23.66062467,76.04877858,,43,0,1,38943,15-03-2024,14:47,Lajpat Nagar,Andheri,9,24.51806034,,1.5,3,Completed,18.14981921,5,6.984925038,75,8,Rainy,9,29.25482575,4,7,0,2,Evening,Male,0
2436,Mumbai,25-05-2024,03:54,Harassment,Andheri,22.37864945,76.52069826,2,24,1,1,89871,23-02-2023,08:30,Dadar,Saket,17,13.57361084,1447.619407,1,1.4,Completed,33.65804406,10,3.890528678,47,34,Rainy,3,50.22548745,4,7,0,5,Night,Female,3
2437,Mumbai,22-12-2024,07:59,Harassment,Dadar,28.95596936,73.47482314,8,39,1,1,96504,06-08-2023,13:46,Dwarka,Colaba,25,9.460975895,598.2429394,1.5,4.6,Completed,39.87334805,10,2.488673321,54,37,Cloudy,4,24.43861875,1,0,1,8,Morning,Female,1
2438,Delhi,06-05-2024,12:35,Harassment,Andheri,28.56274119,76.04319236,9,8,1,1,32703,10-07-2023,05:57,Saket,Connaught Place,119,6.703201081,1077.639598,1,2.8,Completed,44.77450583,5,3.925598937,51,37,Rainy,1,58.75709498,2,9,0,3,Afternoon,Other,3
2439,Delhi,25-05-2023,23:21,Fraud,Lajpat Nagar,21.61468636,72.25931962,2,11,1,1,46070,16-05-2023,06:40,Colaba,Dadar,48,27.45148039,917.6553093,1.5,4.5,Completed,16.06412229,5,5.422700022,71,35,Cloudy,1,26.07531358,1,4,1,1,Morning,Male,3
2440,Delhi,13-07-2023,05:34,Harassment,Colaba,19.89306566,77.02695432,,41,0,0,43563,19-07-2024,15:01,Saket,Dadar,80,13.95313116,112.3139988,1,3.8,Completed,20.75003439,20,2.399914592,66,19,Foggy,4,48.07322044,0,1,1,7,Night,Female,0
2441,Delhi,09-01-2024,20:12,Assault,Andheri,25.89852233,73.01774456,6,26,1,1,29193,21-01-2023,06:43,Andheri,Colaba,93,26.24047323,,1.2,4.4,Completed,41.21482074,5,3.097982339,82,16,Rainy,6,18.50686728,2,7,1,1,Evening,Female,4
2442,Mumbai,15-03-2024,00:43,Theft,Connaught Place,22.70005583,76.1841484,3,7,1,1,26850,09-09-2023,17:22,Dwarka,Dwarka,57,6.46725969,615.5318458,1.2,4.5,Completed,11.13749705,10,6.64445639,40,15,Sunny,3,23.28077871,4,7,1,3,Evening,Male,4
